ID,Author,Comment
3721,@lauraramilo4568,Siempre hay que mirar la mitad del vaso lleno. Ahora Gustavito no va a pagar. Le van a dar pa que tenga y guarde. A no ser que vaya a un lugar VIP. Que tampoco me extrañaría.
3722,@michaelreyes5923,y este señor tambien acabara en un 5 estrellas por prision?
3723,@malabartistacreaciones7176,"Ojalá se cumpla la prisión para éste pervertido, estos señores gozan de ""privilegios"", no es un pela gato cualquiera, no es Juan Pueblo. Si no me equivoco, con los ""señores"" del caso Oceano nunca pasó nada. Por qué? Porque esta toda la cupula de poder del estado involucrada, y nunca les van a tocar un pelo. Pero bue, ""son episodios..."
3724,@gonzaloacostasaravia7388,Ojo con eso
3725,@JonathanNunezUy,¿Me pueden hacer la suma de delitos?
3726,@matiasartidoro6432,Pre  sos....
3727,@fuerzalibre2070,Esa gente son líderes de nuestra soberanía? Nananaan
3728,@claudiohernandez4568,El presidente ya pidió permiso al Parlamento para viajar a Estados Unidos. Costumbre de  borrarse cuando se incendia el rancho.
3729,@Veronica-qr4xt,VICTOR JARA. PRESENTE!!!!!!!!
3730,@ml2082,Presos todos!!!!!!
3731,@Jorge-sd1dq,The banana republic of Uruguay!
3732,@nataliasilvera2994,Siniestro
3733,@rc137rc5,Que desastre otra vez en el podio
3734,@JorgeMartinez-tc9rj,"Completito Gustavo!!! Escuchar el respaldo del presidente y del ministro del interior, lamentable !!!"
3735,@pablotanito6394,Si hay pelito...eso dijo el pistolita loca
3736,@wgem5398,180 días  por todos esos delitos de abusos le sale regalado cuando a cualquier ladrón de porquerías le dan un año mínimo o sea 365 días  . Justicia injusta ?
3737,@eduardorolan7255,Buenazo 
3738,@rodrigomoreno907,"che son un CANALAZO, pero como sugerencia constructiva, a veces la duermen un poco de mas con los arranques del video con Carlitos Techera y el otro boludo sacando el auto."
3739,@maurofernandez5175,Penades pidio estar preso en el inisa
3740,@albaarias8720,"bueno hablo la justicia y yo creo en la justicia de mi Pais estos episodios no deberían suceder no hacen más qué debilitar la democrático,,,,, a otra cosa bobrecito Penades está enfermito quiere pricion domiciliaria qué tipo tan caradura"
3741,@J.L.Torrente,Mi reconocimiento a Richard Galeano y equipo De HLQP por darle voz y  públicamente que denuncie la  víctima que destapó  la olla
3742,@gonzalomauttones5093,"Lamentable que un Político use el Poder para cometer estos delitos aberrantes, y también Lamentable que el Presidente del país y parte del gobierno salgan apoyar a Penades. Y esta gente está cargo de un país y nos gobierna y decide sobre nosotros"
3743,@ilianaiglesias8931,VERGONZOSO todos los delitos y peor aún el respaldo del Min .del Interior dentro del Parlamento y del mismísimo Presidente.LO APAÑÓ LA MÁXIMA INSTITUCIONALIDAD DE UN PAÍS.
3744,@J.L.Torrente,La ley de  hermandad que existe para mantener el poder es absolutamente repudiable
3745,@gemaborche9580,En un país normal todo el gobierno debería renunciar y muchos de ellos directo al Comcar.
3746,@Marcelo-garcia2011,"Increíble, sólo en este país suceden estas cosas. Es todo muy grave y sin embargo todos seguimos callados...hasta cuándo?  (dijera nuestro amigo)"
3747,@blancaroda1618,La prisión preventiva esta bien ..aun falta el juicio oral que puede durar un largo tiempo!!destaco la actualización de la fiscal que no dejó nada al azar y le ató las manos a los amigos del senador que planeaban una trama de mentiras y amenazas contra las victimas
3748,@jorgegallo6460,"En un pais normal el ministro hace rato que habia volado. Pero nosotros como pais, de normal, cada vez tenemos menos."
3749,@gustavollanes3528,"La justicia, exsiste, el fiscal incorruptible "
3750,@nestorbustamante3461,Felicitaciones a esa valiente fiscal q laburo muchas horas y no cedió a las tremendas presiones del poder Todo era defender al AMIGO q los miraba a los ojos y hacia conferencia prensa en el parlamento.... ambos deben terminar PRESOS PRESOOOOS
3751,@lauraramilo4568,Cero vergüenza; corruptos hasta las manos. Felicitaciones a la gente de Galeano que le dio voz a Papaso.
3752,@ReinosaDario,Es un alivio.  Ya estábamos en el límite de la credibilidad en la justicia.  Quedan jueces y fiscales honestos y valientes.  Creí que se habían extinguido.
3753,@MrsMicro84,Madrugó el señor Z! Me da cierto reconfort y sensación de justicia que el delincuente de Penades vaya preso
3754,@gustavomolinamendez2212,Mira que lo hacen trabajar al Sr. Zeta. No le dan descanso.
3755,@elrincondelderecho,"El Presidente de la República y el ministro del Interior no están a la altura de la circunstancia, representan al Estado, no a sus amigos."
3756,@carlosalvarez7754,"Gracias zintv por refrescar la memoria reciente , que los medios nos tratan de borrar permanentemente."
3757,@irmavazquez6035,la verdad que había perdido la fe en la justicia  pero esta fiscal tuvo ovarios para seguir contra todos
3758,@user-ml6mo1df8k,Lo únicos que alguna vez tuvieron dudas de la veracidad de las denuncias fueron los “amigos” que peculiar….
3759,@richardnoble6904,FELICITACIONES A TODAS LAS PERSONAS QUE ESTAN HACIENDO BIEN SU TRABAJO A PESAR DE LAS PRESIONES DEL GOBIERNO!!!
3760,@mojo8656,"Pobre Luisito, otro amigo que resulta ser tremendo bandido"
3761,@gabrielalcantaro91,"Lo que tendría que seguir es que el presidente le pida la renuncia a Heber, sería lo más lógico en un gobierno serio. Bueno, en un gobierno serio"
3762,@silvitaladas5951,"Hasta Lacalle Pou debería ir preso  por defender antes de la causa,ni q hablar Heber no?!..  pero claro....en Florida así la pasan bomba!!! Junto con Atesiano...de fiesta en fiesta....felicito a la fiscal Ghione!! Si fossati hubiera tenido un cachito de ética y profesionalidad como está fiscal otro gallo hubiera cantado."
3763,@gabrielvigo8955,Era hora que por lo menos uno este preso tendrían que acompañarlo unos cuantos mas
3764,@Beltrame72,Sin palabras Eso que dice Lacalle de “a quien le tengo que creer?” Es lamentable  Es triste que se lo dejen pasar gratuitamente en otros medios  Quien le pidió que tiene que creerle a alguien? Es tan ignorante o tan cínico?
3765,@p.s.a.,"Prisión ,como cualquier hijo de vecino,así tendría que ser ! JUSTICIA"
3766,@judiacosta7948,Pobre Luis se ha quedado sin esposa sin ministros sin jefe de seguridad y ahora amigo de treinta años . Barajar y dar de nuevo .
3767,@juancarlosducanbarbosa4705,"En toda actividad lo que diferencia a unos de otros es la ética,  la profesionalidad y la voluntad de hacer bien su trabajo sea cual sea, esta fiscal y su equipo es un ejemplo, muuyy distinto del ridículo que hizo la Fossati en el caso Astesiano"
3768,@raysoto2188,Che y los que salieron públicamente a desmentir todo esto. Tienen que ser juzgados!!!
3769,@Maria-ft9uz,"Escuchando de policías , jefes involucrados, pregunto , qué pasó con el adolescente de 17 años muerto a balazos que era otro de los acusadores o testigos, quién lo mató?"
3770,@SandraSanchez-gw9sd,Me quedo tranquila no todos los fiscales son corruptos y actúan con la impunidad que lo hizo Fossati
3771,@MrOrsiw,"La LUC que el votó dice que los delitos sexuales se pagan con cárcel. Pero como hemos visto en todo el proceso es protegido por ministros y el propio Presidente, así que capaz que por la presión o el sobre peso no va a prisión,  terrible el delincuente!!!"
3772,@walternunez9293,"En razón de la fuga de traficantes alegando temas de salud.el ministro dijo y recalco que el sistema carcelario tiene medios para que se puedan atender. Supongo que la juega tendrá esto en consideración para no darle tobilleras a penades, además está mente en la calle es capas de ultimar a las víctimas el solo echo de estar libre originaria más problemas xicoemosionales a las bictimas.( cárcel efectiva es lo que corresponde)"
3773,@verlalos,Es increíble la muy baja autocrítica y de aprendizaje que tienen las autoridades actuales de este país. No llama la atención ahora la no resolución del caso de la violación en la fiesta y otras cosas
3774,@ozurumi,Cuando van a entender que los 180 dias es de prisión preventiva mientras se procesa el caso. Buen video Z
3775,@p.s.a.,"Está, metido desde Heber y el director del comcar ,esto ya rebasa los límites!!"
3776,@silvianobel5013,"Me preocupa más, que los amigos no lo dejen solos. Porque "" los amigos son los amigos"""
3777,@albertotechera8983,Este gobierno tiene el delito qué se puedan imaginar....muy completos y cómo siempre derramando intelecto... gracias a los que los votaron...son responsables también...
3778,@nairbarrios5967,Vergüenza por parte de los políticos. !!!
3779,@esperanzaandrade5104,"Si son amigos de la.vida ,como dicen, deben saber bien en que andaba ' el amigo"" hay cosas que no se pueden icultar durante tanto tiempo"
3780,@federicobarboza3632,Juicio político al presidente ya!
3781,@Inteligencia-Humana,Lacalle Pou nunca termina de conocer a la gente. Sus amigos le ocultan cosas. Debe estar más desorientado que la Doris de Nemo. Pobrecito inocente de él.
3782,@erikfrndz7477,"ZETAAA SE TE ESCAPO LA TORTUGA!! No pusiste cuando termina de hablar y le.preguntan ""niega rotundamente??"" Y contesta ""NO!!"" JAJAJA "
3783,@carlosandresgentilealvarez9189,"No sólo abusaron de las víctimas sino que también quieren ensuciarlas inventando que han difamado, son impresentables totalmente"
3784,@Diego-ts6sl,Felicidades a la fiscal y a su equipo... un trabajo perfecto todavía ahí algún fiscal que hace el trabajo como debe de ser  marche preso violín
3785,@MLLA-qc6ng,"Hicieron lo imposible, por tapar y esconder las barbaridades que hizo este tipo. Y no pudieron.  Es imposible creer que sus ""amigos"", no estaban al tanto de tanta aberración. Hasta el Policía de Maldonado, debe sentir, de q por fin, se hizo justicia, después de ser pisoteado."
3786,@agustinolivera3335,"Los mejores cinco años , por favor que mafia!!! Dios nos libre de esto."
3787,@nildaangelamarquez,"Penadés, estaba tranquilo con que con las influencias que tenía, podía zafar con comodidad. Pero no lo pudieron ayudar porque ya sería demasiado, con lo de Astesiano, lo de Marset, lo del puerto, y todo lo demás a cuestas, ya era demasiado. Habrán dicho: tenemos que sacrificar a Penadés porque si no, nos vamos al tacho. Y allá marchó, a donde no se lo esperaba. Felicito a la fiscal, que no se amilanó frente al poder, que agrega su granito de arena para que podamos seguir creyendo en la justicia. Protegió a las víctimas contra viento y marea cuando todos esos buitres pedían verles las caras y saber sus nombres. Movieron influencias para salvar al degenerado a cómo diera lugar. El mismo Penadés usó sus recursos y conocimientos para tratar de salvarse, pero no lo logró. Los dos degenerados fueron a la cárcel, porque el tal Mauvecin es también un degenerado al servicio de otro degenerado, proveyendo víctimas al tal ex senador. Vaya uno a saber cuántas víctimas más habrá, que no se animaron a declarar, por miedo o por vergüenza. Ahora están en la cárcel de Florida. Penadés pide prisión domiciliaria y quizá la consiga, debido a sus amistades. Después aparecerá otro Mauvecin, que le lleve los menores a domicilio, porque el degeneramiento, no lo va a perder de un día para otro"
3788,@Marianela404,Presidente: estamos con hipotermia. Permítanos una frazadita
3789,@waldemarvaldez7129,Felicitaciones a Zin Tv. Tambien a HL QP. Por la difusion de las denuncias de Romina Celeste.
3790,@eldacastrocastro350,"Me imagino que irá a visitarlo, hace 30 años q lo conoce, no puede dejarlo ahora solo"
3791,@fabiangonzalezchiruchi36,Cuquito ...tenés unos amigos muy originales y ``dignos`` de ser defendidos...menos mal que son tus amigos....no quiero saber lo que son tus enemigos...
3792,@yolauno1,El Tiempo pone todo en su Lugar...
3793,@juangrido8910,Francamente lamentable. Ojalá quedé como antecedente para que respetar a los menores
3794,@nomientanmas2507,Ayy luchito se te agarraban el celular lo acompañabas 
3795,@user-vj3sn8xq1t,Mufasa tendría que pedir disculpas por respaldar a un violador.
3796,@mabeljuarez8319,Gracias a dios hay justicia
3797,@TheCrespo,"Con mucha suerte se come una domiciliaria... igual quiero creer que la justicia es igual para todos, pero en este pais está cada vez mas dificil de creer en esa utopía."
3798,@Tricolorbolso1,LOS MEJORES 5 AÑOS DE TU VIDA
3799,@user-em5xz5br8r,"Si fuese cualquier hijo de vecino ya estaria en el comcar, a este le dan un par de añitos en la casa y ya esta, es parte de la coorporacion politica manejan todo a su antojo."
3800,@eduardoc1580,El resumen que pudo haber hecho Telemundo
3801,@beaolivera758,Excelente resumen yp todas las personas q d una u otra forma no les temblo el pulso p hacer justicia grs zintv y nos refresca muchas cosas
3802,@GermanAndresVillar,Tanbien detenido el Director del Ex Comcar? Se fue todo al carajo
3803,@Silvana.L,Luis y sus amigos traicioneros 
3804,@CristinaOrsi-to7yo,"Asombro ! Tristeza,verguenza ajena por estos profesionales de baja estima,por mi una simple jubilada ,abuela que de solo pensar me da rabia por estos politiqueros y pensando en  los chicos pobres que tenemos en el Pais propensos a caer en éstas porquerías."
3805,@gabrielcapelorosadilla4897,El Señor Z madrugando y haciendo tarea. Todavia quedan 500 y pico de dias ...si habrá material aun!!!
3806,@ml2082,Esa es una verdadera fiscal!!!
3807,@totuskhanlife3934,"Y ahora parece que no puede estar preso porque tiene problemas de salud, ya sabíamos todos que iban a aparecer los temas de salud  y en el peor de los casos una cárcel VIP "
3808,@jorgedaluz5387,"Desgraciadamente no es el único,dentro del partido nacional hay varios como éste,el gran problema que tenemos en Uruguay es el periodismo que no investiga nada . Lanata quiso en su momento hacerlo y lo corrieron"
3809,@albanieves3348,El Senador y el Profesor a los Tiburones!!! ellos  sí harán  justicia 
3810,@anamariaataycuenca8999,La justicia trabajo muy bien . Es un tema personal que está persona abuso de su poder político.
3811,@juliomoreira5218,Que lindo país tenemos
3812,@casafardo,Porque no pusieron esa fiscal para el caso Astesiano?
3813,@marcelonunez8666,Techera!! Que nunca nos falte
3814,@sinnombre9368,"Usar el poder político para acomodar, defender, y privilegiar a su gente afín...blancos siendo blancos."
3815,@fernandoreinoso1986,Lacalle y Heber intocables....
3816,@jorgepintos4304,"Los 5 mejores años .... presidente adicto, ministro alcoholico encubridor, senador violador, Argimon con """" cuidate sos jóven"""", Bianchi marcando periodistas """"es ése """""
